"adjusted_rnx","alpha","beta","id","k","laplacian","laplacian_celltype","method","name"
"0.06982298393419721","undefined","1e-30","xtdit0el","1","0.6077611940298507","0.17194029850746267","ctsne","deep-sweep-17"
"0.09009493914779741","undefined","1e-30","xtdit0el","2","0.6146268656716418","0.1755223880597015","ctsne","deep-sweep-17"
"0.10466923019005447","undefined","1e-30","xtdit0el","4","0.6201492537313433","0.17865671641791045","ctsne","deep-sweep-17"
"0.13276870563193902","undefined","1e-30","xtdit0el","9","0.6248092868988392","0.18023217247097845","ctsne","deep-sweep-17"
"0.170728867236165","undefined","1e-30","xtdit0el","20","0.64","0.18758208955223882","ctsne","deep-sweep-17"
"0.2073882916281609","undefined","1e-30","xtdit0el","41","0.6521004732435384","0.19346195850018202","ctsne","deep-sweep-17"
"0.251141786942997","undefined","1e-30","xtdit0el","87","0.6694595985589294","0.20275175844913365","ctsne","deep-sweep-17"
"0.29892590052675655","undefined","1e-30","xtdit0el","183","0.6947492047956937","0.21844547753038088","ctsne","deep-sweep-17"
"0.3430414303412357","undefined","1e-30","xtdit0el","385","0.7270261678619887","0.24518705175421593","ctsne","deep-sweep-17"
"0.37794136704590436","undefined","1e-30","xtdit0el","811","0.7654342344995123","0.28838102950107664","ctsne","deep-sweep-17"
"0.4075747793952086","undefined","1e-30","xtdit0el","1707","0.796610270265544","0.349316685465467","ctsne","deep-sweep-17"
"0.4560326730561968","undefined","1e-30","xtdit0el","3593","0.817822382659483","0.42284242577815073","ctsne","deep-sweep-17"
"0.47053384961025635","undefined","1e-30","xtdit0el","7562","0.8323928361366929","0.525790223702961","ctsne","deep-sweep-17"
"0.4473053610803385","undefined","1e-30","xtdit0el","15918","0.847482564561287","0.6662059097651584","ctsne","deep-sweep-17"
"0","undefined","1e-30","xtdit0el","33505","0.8411287296317833","0.8269466405476131","ctsne","deep-sweep-17"
"0.08176363882592767","undefined","0.0001","bgjk13dg","1","0.6053731343283583","0.1647761194029851","ctsne","amber-sweep-9"
"0.08800526217077463","undefined","0.0001","bgjk13dg","2","0.6068656716417911","0.16","ctsne","amber-sweep-9"
"0.10422141553359734","undefined","0.0001","bgjk13dg","4","0.6125373134328358","0.1625373134328358","ctsne","amber-sweep-9"
"0.13489199571761445","undefined","0.0001","bgjk13dg","9","0.624742951907131","0.17466003316749584","ctsne","amber-sweep-9"
"0.17114702729446687","undefined","0.0001","bgjk13dg","20","0.6394626865671642","0.18525373134328357","ctsne","amber-sweep-9"
"0.20789856293362782","undefined","0.0001","bgjk13dg","41","0.6509646887513652","0.1920349472151438","ctsne","amber-sweep-9"
"0.2504056156446517","undefined","0.0001","bgjk13dg","87","0.6707977354606279","0.2030125235889518","ctsne","amber-sweep-9"
"0.29952947447201783","undefined","0.0001","bgjk13dg","183","0.6943870809885001","0.21753853682407634","ctsne","amber-sweep-9"
"0.3441207055256374","undefined","0.0001","bgjk13dg","385","0.7252955999224656","0.24556697034308975","ctsne","amber-sweep-9"
"0.3776162174874661","undefined","0.0001","bgjk13dg","811","0.7642070780499476","0.2881285312034157","ctsne","amber-sweep-9"
"0.4061393925995099","undefined","0.0001","bgjk13dg","1707","0.7961807832542035","0.3481551819111822","ctsne","amber-sweep-9"
"0.4542284295247916","undefined","0.0001","bgjk13dg","3593","0.8177692112773178","0.42303002106085213","ctsne","amber-sweep-9"
"0.46976668823486845","undefined","0.0001","bgjk13dg","7562","0.8320093791818479","0.5255400332376731","ctsne","amber-sweep-9"
"0.4429846570744909","undefined","0.0001","bgjk13dg","15918","0.8473170146253279","0.666252416770276","ctsne","amber-sweep-9"
"0","undefined","0.0001","bgjk13dg","33505","0.8411287296317833","0.8269466405476131","ctsne","amber-sweep-9"
"0.08116660608134114","undefined","0.00001","4aicykx9","1","0.6011940298507462","0.1701492537313433","ctsne","dulcet-sweep-10"
"0.09039346443022923","undefined","0.00001","4aicykx9","2","0.6071641791044776","0.17223880597014926","ctsne","dulcet-sweep-10"
"0.10705757502449247","undefined","0.00001","4aicykx9","4","0.6092537313432835","0.17328358208955225","ctsne","dulcet-sweep-10"
"0.13582093513009746","undefined","0.00001","4aicykx9","9","0.6225538971807628","0.17903814262023218","ctsne","dulcet-sweep-10"
"0.17275993037648849","undefined","0.00001","4aicykx9","20","0.637223880597015","0.18582089552238806","ctsne","dulcet-sweep-10"
"0.20817556735659556","undefined","0.00001","4aicykx9","41","0.6515908263560247","0.19207863123407354","ctsne","dulcet-sweep-10"
"0.2512656288436532","undefined","0.00001","4aicykx9","87","0.6701732715731686","0.20442614513638704","ctsne","dulcet-sweep-10"
"0.2998968673082638","undefined","0.00001","4aicykx9","183","0.6951635266291494","0.2193980915096648","ctsne","dulcet-sweep-10"
"0.3453348901080893","undefined","0.00001","4aicykx9","385","0.726329908897073","0.24616863733281644","ctsne","dulcet-sweep-10"
"0.37925403579690803","undefined","0.00001","4aicykx9","811","0.7644448534148002","0.2888632055505457","ctsne","dulcet-sweep-10"
"0.4067319733357059","undefined","0.00001","4aicykx9","1707","0.7964137135062823","0.34939013194134777","ctsne","dulcet-sweep-10"
"0.4545543249676934","undefined","0.00001","4aicykx9","3593","0.8174890645575352","0.42326397514237885","ctsne","dulcet-sweep-10"
"0.47036041240936116","undefined","0.00001","4aicykx9","7562","0.8325073916321593","0.5252896059243586","ctsne","dulcet-sweep-10"
"0.4469894002218325","undefined","0.00001","4aicykx9","15918","0.8475645519106315","0.6661553896555669","ctsne","dulcet-sweep-10"
"0","undefined","0.00001","4aicykx9","33505","0.8411287296317833","0.8269466405476131","ctsne","dulcet-sweep-10"
"0.08176363882592767","undefined","1e-7","7zlm8fmt","1","0.6083582089552239","0.16417910447761194","ctsne","dandy-sweep-12"
"0.08800526217077463","undefined","1e-7","7zlm8fmt","2","0.6122388059701492","0.16656716417910447","ctsne","dandy-sweep-12"
"0.10481850174220685","undefined","1e-7","7zlm8fmt","4","0.6152238805970149","0.17194029850746267","ctsne","dandy-sweep-12"
"0.13383035067477675","undefined","1e-7","7zlm8fmt","9","0.6218905472636815","0.17923714759535656","ctsne","dandy-sweep-12"
"0.17132623874802486","undefined","1e-7","7zlm8fmt","20","0.6371641791044776","0.18701492537313433","ctsne","dandy-sweep-12"
"0.2084525717795633","undefined","1e-7","7zlm8fmt","41","0.6496832908627593","0.193520203858755","ctsne","dandy-sweep-12"
"0.2520293205643666","undefined","1e-7","7zlm8fmt","87","0.6688557213930348","0.20355464059015269","ctsne","dandy-sweep-12"
"0.2997787767537562","undefined","1e-7","7zlm8fmt","183","0.6934866650354784","0.2189119973900987","ctsne","dandy-sweep-12"
"0.3449285932000079","undefined","1e-7","7zlm8fmt","385","0.7256460554371003","0.24570808296181432","ctsne","dandy-sweep-12"
"0.3781744789103067","undefined","1e-7","7zlm8fmt","811","0.764410254522701","0.2890722711964223","ctsne","dandy-sweep-12"
"0.40675740124043075","undefined","1e-7","7zlm8fmt","1707","0.7963308239120741","0.3496986071400467","ctsne","dandy-sweep-12"
"0.45576149677960737","undefined","1e-7","7zlm8fmt","3593","0.8172946566914938","0.42348397173608715","ctsne","dandy-sweep-12"
"0.47100409791744513","undefined","1e-7","7zlm8fmt","7562","0.8323270713346781","0.5258355406253578","ctsne","dandy-sweep-12"
"0.44777708735529487","undefined","1e-7","7zlm8fmt","15918","0.8474403332001883","0.6660057046092568","ctsne","dandy-sweep-12"
"0","undefined","1e-7","7zlm8fmt","33505","0.8411287296317833","0.8269466405476131","ctsne","dandy-sweep-12"
"0.0799725405921681","undefined","0.001","hnlb14cx","1","0.6053731343283583","0.1617910447761194","ctsne","balmy-sweep-8"
"0.09487134366670662","undefined","0.001","hnlb14cx","2","0.6098507462686568","0.16955223880597015","ctsne","balmy-sweep-8"
"0.1075053896809496","undefined","0.001","hnlb14cx","4","0.6116417910447761","0.17283582089552238","ctsne","balmy-sweep-8"
"0.13522375979350124","undefined","0.001","hnlb14cx","9","0.6165837479270315","0.17618573797678275","ctsne","balmy-sweep-8"
"0.17165479307954776","undefined","0.001","hnlb14cx","20","0.6355820895522388","0.1844179104477612","ctsne","balmy-sweep-8"
"0.2080151963748774","undefined","0.001","hnlb14cx","41","0.6486494357480889","0.19008372770294868","ctsne","balmy-sweep-8"
"0.25149955243378164","undefined","0.001","hnlb14cx","87","0.6686018184937382","0.20051466803911477","ctsne","balmy-sweep-8"
"0.29917520280849486","undefined","0.001","hnlb14cx","183","0.6941848136367343","0.21531359595465296","ctsne","balmy-sweep-8"
"0.3441018809584676","undefined","0.001","hnlb14cx","385","0.7261066098081024","0.24271370420624153","ctsne","balmy-sweep-8"
"0.3785629986843107","undefined","0.001","hnlb14cx","811","0.7648328026942967","0.28620424388538196","ctsne","balmy-sweep-8"
"0.4072526926020274","undefined","0.001","hnlb14cx","1707","0.79660012765697","0.3479470835628536","ctsne","balmy-sweep-8"
"0.4559554334166741","undefined","0.001","hnlb14cx","3593","0.8179282269421055","0.4215285941569636","ctsne","balmy-sweep-8"
"0.4729493271465323","undefined","0.001","hnlb14cx","7562","0.8321180134766527","0.5241597618887841","ctsne","balmy-sweep-8"
"0.44840143515756203","undefined","0.001","hnlb14cx","15918","0.8472905731425796","0.6656843937118029","ctsne","balmy-sweep-8"
"0","undefined","0.001","hnlb14cx","33505","0.8411287296317833","0.8269466405476131","ctsne","balmy-sweep-8"
"0.07340518040171634","undefined","1e-10","hytcbgce","1","0.6041791044776119","0.16","ctsne","wobbly-sweep-15"
"0.0912890402775247","undefined","1e-10","hytcbgce","2","0.6131343283582089","0.17044776119402985","ctsne","wobbly-sweep-15"
"0.10675903192018772","undefined","1e-10","hytcbgce","4","0.6174626865671642","0.17477611940298507","ctsne","wobbly-sweep-15"
"0.13542281823903332","undefined","1e-10","hytcbgce","9","0.6228192371475954","0.18049751243781095","ctsne","wobbly-sweep-15"
"0.17177426738191973","undefined","1e-10","hytcbgce","20","0.6368955223880597","0.18567164179104478","ctsne","wobbly-sweep-15"
"0.208058933915346","undefined","1e-10","hytcbgce","41","0.6480378594830725","0.19180196578085185","ctsne","wobbly-sweep-15"
"0.2507083402907002","undefined","1e-10","hytcbgce","87","0.6683547778349631","0.20313604391833934","ctsne","wobbly-sweep-15"
"0.2973054356954572","undefined","1e-10","hytcbgce","183","0.6949123236277628","0.21847157654351196","ctsne","wobbly-sweep-15"
"0.3433441921298832","undefined","1e-10","hytcbgce","385","0.7261763907734057","0.24555766621438263","ctsne","wobbly-sweep-15"
"0.37819786553747975","undefined","1e-10","hytcbgce","811","0.7637823214384305","0.28800633086110755","ctsne","wobbly-sweep-15"
"0.4071273956801949","undefined","1e-10","hytcbgce","1707","0.7960971941697488","0.34869658736195996","ctsne","wobbly-sweep-15"
"0.4554959040914173","undefined","1e-10","hytcbgce","3593","0.8178059327631256","0.42303500587793014","ctsne","wobbly-sweep-15"
"0.4704667586765767","undefined","1e-10","hytcbgce","7562","0.8323142025919069","0.5254911635948794","ctsne","wobbly-sweep-15"
"0.44730693302490815","undefined","1e-10","hytcbgce","15918","0.8474672622563774","0.6659539093075895","ctsne","wobbly-sweep-15"
"0","undefined","1e-10","hytcbgce","33505","0.8411287296317833","0.8269466405476131","ctsne","wobbly-sweep-15"
"0.08116660608134114","undefined","1e-9","l8xqhmm1","1","0.6083582089552239","0.16835820895522388","ctsne","dandy-sweep-14"
"0.09248314140725201","undefined","1e-9","l8xqhmm1","2","0.6083582089552239","0.17432835820895523","ctsne","dandy-sweep-14"
"0.10541558795081635","undefined","1e-9","l8xqhmm1","4","0.611044776119403","0.17388059701492536","ctsne","dandy-sweep-14"
"0.13714799143364462","undefined","1e-9","l8xqhmm1","9","0.6214262023217247","0.17724709784411277","ctsne","dandy-sweep-14"
"0.17287940467886043","undefined","1e-9","l8xqhmm1","20","0.6354029850746269","0.18277611940298508","ctsne","dandy-sweep-14"
"0.20888994718424925","undefined","1e-9","l8xqhmm1","41","0.6482854022570076","0.1906807426283218","ctsne","dandy-sweep-14"
"0.25292373429132825","undefined","1e-9","l8xqhmm1","87","0.6668793961228341","0.20098130039457884","ctsne","dandy-sweep-14"
"0.3005332441853328","undefined","1e-9","l8xqhmm1","183","0.6927232689013947","0.2162629475572955","ctsne","dandy-sweep-14"
"0.345876096414221","undefined","1e-9","l8xqhmm1","385","0.724335723977515","0.2445311106803644","ctsne","dandy-sweep-14"
"0.37934909112025655","undefined","1e-9","l8xqhmm1","811","0.7629541564679684","0.2874696799602481","ctsne","dandy-sweep-14"
"0.4073702505963349","undefined","1e-9","l8xqhmm1","1707","0.7954756970857487","0.34731054743855416","ctsne","dandy-sweep-14"
"0.4549073938741382","undefined","1e-9","l8xqhmm1","3593","0.8172602614536557","0.421698077937615","ctsne","dandy-sweep-14"
"0.47047848429568484","undefined","1e-9","l8xqhmm1","7562","0.8319436143798332","0.5242846597480727","ctsne","dandy-sweep-14"
"0.4462257209690709","undefined","1e-9","l8xqhmm1","15918","0.8474943788408129","0.6659623480786794","ctsne","dandy-sweep-14"
"0","undefined","1e-9","l8xqhmm1","33505","0.8411287296317833","0.8269466405476131","ctsne","dandy-sweep-14"
"0.07758440961382201","undefined","1e-8","e0pryg6k","1","0.6059701492537314","0.16119402985074627","ctsne","eager-sweep-13"
"0.0933787172545475","undefined","1e-8","e0pryg6k","2","0.6044776119402985","0.16746268656716418","ctsne","eager-sweep-13"
"0.11034154917184473","undefined","1e-8","e0pryg6k","4","0.6137313432835821","0.17253731343283582","ctsne","eager-sweep-13"
"0.13475929008725973","undefined","1e-8","e0pryg6k","9","0.6213598673300166","0.1770480928689884","ctsne","eager-sweep-13"
"0.1723119017425936","undefined","1e-8","e0pryg6k","20","0.6372835820895523","0.1842686567164179","ctsne","eager-sweep-13"
"0.20837967587878234","undefined","1e-8","e0pryg6k","41","0.6485329450309428","0.1892246086639971","ctsne","eager-sweep-13"
"0.25238708605515126","undefined","1e-8","e0pryg6k","87","0.6668107737176188","0.19967747469548808","ctsne","eager-sweep-13"
"0.2992768918970987","undefined","1e-8","e0pryg6k","183","0.6935812739580784","0.21597912078949516","ctsne","eager-sweep-13"
"0.34417561051321593","undefined","1e-8","e0pryg6k","385","0.7251157201007947","0.24420391548749756","ctsne","eager-sweep-13"
"0.3778463117225558","undefined","1e-8","e0pryg6k","811","0.7638647698621566","0.28782891952076856","ctsne","eager-sweep-13"
"0.4054001407606982","undefined","1e-8","e0pryg6k","1707","0.7963829359354371","0.3491593001600084","ctsne","eager-sweep-13"
"0.45430343572895454","undefined","1e-8","e0pryg6k","3593","0.8179087861555013","0.42300758938400124","ctsne","eager-sweep-13"
"0.4704050717238774","undefined","1e-8","e0pryg6k","7562","0.832163567247076","0.5252671053618446","ctsne","eager-sweep-13"
"0.4446891451522071","undefined","1e-8","e0pryg6k","15918","0.847410778748549","0.6663679341700843","ctsne","eager-sweep-13"
"0","undefined","1e-8","e0pryg6k","33505","0.8411287296317833","0.8269466405476131","ctsne","eager-sweep-13"
"0.08176363882592767","undefined","1e-20","yp0d178n","1","0.5904477611940299","0.16597014925373135","ctsne","dry-sweep-16"
"0.09218461612482019","undefined","1e-20","yp0d178n","2","0.602089552238806","0.17044776119402985","ctsne","dry-sweep-16"
"0.10974446296323523","undefined","1e-20","yp0d178n","4","0.6095522388059702","0.17119402985074628","ctsne","dry-sweep-16"
"0.13608634639080688","undefined","1e-20","yp0d178n","9","0.6188391376451078","0.1767827529021559","ctsne","dry-sweep-16"
"0.17270019322530247","undefined","1e-20","yp0d178n","20","0.6336716417910447","0.18507462686567164","ctsne","dry-sweep-16"
"0.2092106891476856","undefined","1e-20","yp0d178n","41","0.6472515471423371","0.19204950855478703","ctsne","dry-sweep-16"
"0.25298565524165634","undefined","1e-20","yp0d178n","87","0.6652050094355807","0.2019077028649854","ctsne","dry-sweep-16"
"0.30046107773535585","undefined","1e-20","yp0d178n","183","0.6914607291411794","0.21767555664301444","ctsne","dry-sweep-16"
"0.34464308726459925","undefined","1e-20","yp0d178n","385","0.7242178716805583","0.24538709052141888","ctsne","dry-sweep-16"
"0.3782325682745753","undefined","1e-20","yp0d178n","811","0.7630211458122458","0.2885908312935937","ctsne","dry-sweep-16"
"0.4068513739318051","undefined","1e-20","yp0d178n","1707","0.7959635915326706","0.3504442637427974","ctsne","dry-sweep-16"
"0.4561380167573289","undefined","1e-20","yp0d178n","3593","0.8171065629270846","0.4231813933394536","ctsne","dry-sweep-16"
"0.4714676167388851","undefined","1e-20","yp0d178n","7562","0.8318825865383477","0.5258575674918189","ctsne","dry-sweep-16"
"0.44611204079587247","undefined","1e-20","yp0d178n","15918","0.8474948289086044","0.6662713196175174","ctsne","dry-sweep-16"
"0","undefined","1e-20","yp0d178n","33505","0.8411287296317833","0.8269466405476131","ctsne","dry-sweep-16"
"0.07459924589088938","undefined","0.000001","2rxyqypd","1","0.6131343283582089","0.16716417910447762","ctsne","whole-sweep-11"
"0.08591558519375186","undefined","0.000001","2rxyqypd","2","0.6095522388059702","0.16716417910447762","ctsne","whole-sweep-11"
"0.10541558795081635","undefined","0.000001","2rxyqypd","4","0.6104477611940299","0.17","ctsne","whole-sweep-11"
"0.13847504773719174","undefined","0.000001","2rxyqypd","9","0.6175124378109452","0.17684908789386403","ctsne","whole-sweep-11"
"0.17296901040563942","undefined","0.000001","2rxyqypd","20","0.6351940298507462","0.18397014925373134","ctsne","whole-sweep-11"
"0.20942937685002855","undefined","0.000001","2rxyqypd","41","0.6474262832180561","0.18989443028758646","ctsne","whole-sweep-11"
"0.2527586117571199","undefined","0.000001","2rxyqypd","87","0.6663921770458054","0.2019763252702007","ctsne","whole-sweep-11"
"0.3005266835989712","undefined","0.000001","2rxyqypd","183","0.692768942174374","0.21683386346953756","ctsne","whole-sweep-11"
"0.3457521680136865","undefined","0.000001","2rxyqypd","385","0.7240364411707695","0.24385035859662726","ctsne","whole-sweep-11"
"0.37954448261825086","undefined","0.000001","2rxyqypd","811","0.7625779855347186","0.28694112667243316","ctsne","whole-sweep-11"
"0.4072862279546355","undefined","0.000001","2rxyqypd","1707","0.7959342129423183","0.3484874397782616","ctsne","whole-sweep-11"
"0.45503395521118745","undefined","0.000001","2rxyqypd","3593","0.8176317964865347","0.4222472386190395","ctsne","whole-sweep-11"
"0.46977851581588187","undefined","0.000001","2rxyqypd","7562","0.8322957284458428","0.5248193836424858","ctsne","whole-sweep-11"
"0.44554978480410784","undefined","0.000001","2rxyqypd","15918","0.847730926970875","0.6663768230089657","ctsne","whole-sweep-11"
"0","undefined","0.000001","2rxyqypd","33505","0.8411287296317833","0.8269466405476131","ctsne","whole-sweep-11"
"0.07758440961382201","undefined","0.01","7coddjzz","1","0.6059701492537314","0.16895522388059703","ctsne","morning-sweep-7"
"0.0945728183842748","undefined","0.01","7coddjzz","2","0.611044776119403","0.16776119402985074","ctsne","morning-sweep-7"
"0.1092966483067781","undefined","0.01","7coddjzz","4","0.6152238805970149","0.17194029850746267","ctsne","morning-sweep-7"
"0.13462658445690504","undefined","0.01","7coddjzz","9","0.6216915422885572","0.17698175787728027","ctsne","morning-sweep-7"
"0.17123663302124587","undefined","0.01","7coddjzz","20","0.6351641791044776","0.1834626865671642","ctsne","morning-sweep-7"
"0.20784024621300304","undefined","0.01","7coddjzz","41","0.6471496177648344","0.18797233345467784","ctsne","morning-sweep-7"
"0.2509078633528686","undefined","0.01","7coddjzz","87","0.6670235031737862","0.19994510207582775","ctsne","morning-sweep-7"
"0.2985781894495952","undefined","0.01","7coddjzz","183","0.6926482342386429","0.21453715031400375","ctsne","morning-sweep-7"
"0.3451968432821775","undefined","0.01","7coddjzz","385","0.723716999418492","0.24264082186470246","ctsne","morning-sweep-7"
"0.3797972090731854","undefined","0.01","7coddjzz","811","0.7621517566299206","0.2855991313469643","ctsne","morning-sweep-7"
"0.4087068739360009","undefined","0.01","7coddjzz","1707","0.7952536089324904","0.34621514571256196","ctsne","morning-sweep-7"
"0.45569170192461694","undefined","0.01","7coddjzz","3593","0.8172695664455346","0.4221394004095858","ctsne","morning-sweep-7"
"0.4713534194049623","undefined","0.01","7coddjzz","7562","0.8316617652283412","0.524289949353997","ctsne","morning-sweep-7"
"0.44667922697742407","undefined","0.01","7coddjzz","15918","0.8474286314376103","0.6655360588688671","ctsne","morning-sweep-7"
"0","undefined","0.01","7coddjzz","33505","0.8411287296317833","0.8269466405476131","ctsne","morning-sweep-7"
"0.08474880254886029","undefined","0.1","o6hu332r","1","0.5683582089552239","0.1474626865671642","ctsne","summer-sweep-6"
"0.0945728183842748","undefined","0.1","o6hu332r","2","0.5752238805970149","0.1471641791044776","ctsne","summer-sweep-6"
"0.11078936382830186","undefined","0.1","o6hu332r","4","0.5855223880597015","0.1546268656716418","ctsne","summer-sweep-6"
"0.1424562166478332","undefined","0.1","o6hu332r","9","0.5968822553897181","0.15920398009950248","ctsne","summer-sweep-6"
"0.1818101087811651","undefined","0.1","o6hu332r","20","0.6074925373134329","0.16211940298507463","ctsne","summer-sweep-6"
"0.2201742326251462","undefined","0.1","o6hu332r","41","0.6207062249726975","0.16933381871132144","ctsne","summer-sweep-6"
"0.2671173921276499","undefined","0.1","o6hu332r","87","0.6409813003945788","0.18027792074112198","ctsne","summer-sweep-6"
"0.31763013224349473","undefined","0.1","o6hu332r","183","0.6658804338960933","0.19807846015822528","ctsne","summer-sweep-6"
"0.3639978797430128","undefined","0.1","o6hu332r","385","0.6982050785035859","0.22784725722039154","ctsne","summer-sweep-6"
"0.3996924391315015","undefined","0.1","o6hu332r","811","0.7417258957984431","0.27061633877468394","ctsne","summer-sweep-6"
"0.41951004824046983","undefined","0.1","o6hu332r","1707","0.7843475067544526","0.3380174697689059","ctsne","summer-sweep-6"
"0.4604850264457444","undefined","0.1","o6hu332r","3593","0.8111300995717211","0.42087990329454866","ctsne","summer-sweep-6"
"0.4732576599481236","undefined","0.1","o6hu332r","7562","0.8310043540562199","0.5259185953333044","ctsne","summer-sweep-6"
"0.4289205404615755","undefined","0.1","o6hu332r","15918","0.8485058686964724","0.6674796766262918","ctsne","summer-sweep-6"
"0","undefined","0.1","o6hu332r","33505","0.8411287296317833","0.8269466405476131","ctsne","summer-sweep-6"
"0.0799725405921681","1e-7","undefined","7retn8bm","1","0.5928358208955223","0.1474626865671642","fastctsne","scarlet-sweep-11"
"0.09188609084238837","1e-7","undefined","7retn8bm","2","0.5976119402985075","0.14597014925373133","fastctsne","scarlet-sweep-11"
"0.10377360087714022","1e-7","undefined","7retn8bm","4","0.597313432835821","0.14776119402985075","fastctsne","scarlet-sweep-11"
"0.12931835924271645","1e-7","undefined","7retn8bm","9","0.6023217247097844","0.14600331674958542","fastctsne","scarlet-sweep-11"
"0.178345354012378","1e-7","undefined","7retn8bm","20","0.5982388059701492","0.14546268656716418","fastctsne","scarlet-sweep-11"
"0.23007349595120435","1e-7","undefined","7retn8bm","41","0.5993156170367674","0.14645795413178012","fastctsne","scarlet-sweep-11"
"0.2939222835141304","1e-7","undefined","7retn8bm","87","0.6037330588437124","0.1499811288385658","fastctsne","scarlet-sweep-11"
